,PktGroupId,PktNumber,Appearance,Direction,Type,Component,Edge,Filter,OriginalSize,LoggedSize
1216,562949953421346,1,9,Rx,Ethernet,28,1,0,67,67
1217,562949953421346,1,10,Rx,Ethernet,77,1,0,67,67
1218,562949953421346,1,11,Rx,Ethernet,78,1,0,67,67
1219,562949953421346,1,12,Rx,Ethernet,81,1,0,67,67
1220,562949953421347,1,1,Rx,WiFi,3,1,0,582,128
1221,562949953421347,1,2,Rx,WiFi,31,2,0,582,128
1222,562949953421347,1,3,Rx,WiFi,31,1,0,582,128
1223,562949953421347,1,4,Rx,WiFi,30,2,0,582,128
1224,562949953421347,1,5,Rx,WiFi,30,1,0,582,128
1225,562949953421347,1,6,Rx,WiFi,29,2,0,582,128
1226,562949953421347,1,7,Rx,Ethernet,29,1,0,562,128
1227,562949953421347,1,8,Rx,WiFi,28,2,0,562,128
1228,562949953421347,1,9,Rx,Ethernet,28,1,0,562,128
1229,562949953421347,1,10,Rx,Ethernet,77,1,0,562,128
1230,562949953421347,1,11,Rx,Ethernet,78,1,0,562,128
1231,562949953421347,1,12,Rx,Ethernet,81,1,0,562,128
1232,1125899906842648,1,1,Tx,Ethernet,81,1,0,78,78
1233,1125899906842648,1,2,Tx,Ethernet,28,1,0,78,78
1234,1125899906842648,1,3,Tx,WiFi,28,2,0,78,78
1235,1125899906842648,1,4,Tx,Ethernet,29,1,0,78,78
1236,1125899906842648,1,5,Tx,WiFi,29,2,0,96,96
1237,1125899906842648,1,6,Tx,WiFi,30,1,0,96,96
1238,1125899906842648,1,7,Tx,WiFi,30,2,0,96,96
1239,1125899906842648,1,8,Tx,WiFi,31,1,0,96,96
1240,1125899906842648,1,9,Tx,WiFi,31,2,0,96,96
1241,1125899906842648,1,10,Tx,WiFi,3,1,0,96,96
1242,562949953421348,1,1,Rx,WiFi,3,1,0,411,128
1243,562949953421348,1,2,Rx,WiFi,31,2,0,411,128
1244,562949953421348,1,3,Rx,WiFi,31,1,0,411,128
1245,562949953421348,1,4,Rx,WiFi,30,2,0,411,128
1246,562949953421348,1,5,Rx,WiFi,30,1,0,411,128
1247,562949953421348,1,6,Rx,WiFi,29,2,0,411,128
1248,562949953421348,1,7,Rx,Ethernet,29,1,0,391,128
1249,562949953421348,1,8,Rx,WiFi,28,2,0,391,128
1250,562949953421348,1,9,Rx,Ethernet,28,1,0,391,128
1251,562949953421348,1,10,Rx,Ethernet,77,1,0,391,128
1252,562949953421348,1,11,Rx,Ethernet,78,1,0,391,128
1253,562949953421348,1,12,Rx,Ethernet,81,1,0,391,128
1254,562949953421349,1,1,Rx,WiFi,3,1,0,97,97
1255,562949953421349,1,2,Rx,WiFi,31,2,0,97,97
1256,562949953421349,1,3,Rx,WiFi,31,1,0,97,97
1257,562949953421349,1,4,Rx,WiFi,30,2,0,97,97
1258,562949953421349,1,5,Rx,WiFi,30,1,0,97,97
1259,562949953421349,1,6,Rx,WiFi,29,2,0,97,97
1260,562949953421349,1,7,Rx,Ethernet,29,1,0,77,77
1261,562949953421349,1,8,Rx,WiFi,28,2,0,77,77
1262,562949953421349,1,9,Rx,Ethernet,28,1,0,77,77
1263,562949953421349,1,10,Rx,Ethernet,77,1,0,77,77
1264,562949953421349,1,11,Rx,Ethernet,78,1,0,77,77
1265,562949953421349,1,12,Rx,Ethernet,81,1,0,77,77
1266,562949953421350,1,1,Rx,WiFi,3,1,0,210,128
1267,562949953421350,1,2,Rx,WiFi,31,2,0,210,128
1268,562949953421350,1,3,Rx,WiFi,31,1,0,210,128
1269,562949953421350,1,4,Rx,WiFi,30,2,0,210,128
1270,562949953421350,1,5,Rx,WiFi,30,1,0,210,128
1271,562949953421350,1,6,Rx,WiFi,29,2,0,210,128
1272,562949953421350,1,7,Rx,Ethernet,29,1,0,190,128
1273,562949953421350,1,8,Rx,WiFi,28,2,0,190,128
1274,562949953421350,1,9,Rx,Ethernet,28,1,0,190,128
1275,562949953421350,1,10,Rx,Ethernet,77,1,0,190,128
1276,562949953421350,1,11,Rx,Ethernet,78,1,0,190,128
1277,562949953421350,1,12,Rx,Ethernet,81,1,0,190,128
1278,6,1,1,Tx,Ethernet,81,1,0,75,75
1279,6,1,2,Tx,Ethernet,28,1,0,75,75
1280,6,1,3,Tx,WiFi,28,2,0,75,75
1281,6,1,4,Tx,Ethernet,29,1,0,75,75
1282,6,1,5,Tx,WiFi,29,2,0,93,93
1283,6,1,6,Tx,WiFi,30,1,0,93,93
1284,6,1,7,Tx,WiFi,30,2,0,93,93
1285,6,1,8,Tx,WiFi,31,1,0,93,93
1286,6,1,9,Tx,WiFi,31,2,0,93,93
1287,6,1,10,Tx,WiFi,3,1,0,93,93
1288,1125899906842649,1,1,Tx,Ethernet,81,1,0,663,128
1289,1125899906842649,1,2,Tx,Ethernet,28,1,0,663,128
1290,1125899906842649,1,3,Tx,WiFi,28,2,0,663,128
1291,1125899906842649,1,4,Tx,Ethernet,29,1,0,663,128
1292,1125899906842649,1,5,Tx,WiFi,29,2,0,681,128
1293,1125899906842649,1,6,Tx,WiFi,30,1,0,681,128
1294,1125899906842649,1,7,Tx,WiFi,30,2,0,681,128
1295,1125899906842649,1,8,Tx,WiFi,31,1,0,681,128
1296,1125899906842649,1,9,Tx,WiFi,31,2,0,681,128
1297,1125899906842649,1,10,Tx,WiFi,3,1,0,681,128
1298,1125899906842650,1,1,Tx,Ethernet,81,1,0,407,128
1299,1125899906842650,1,2,Tx,Ethernet,28,1,0,407,128
1300,1125899906842650,1,3,Tx,WiFi,28,2,0,407,128
1301,1125899906842650,1,4,Tx,Ethernet,29,1,0,407,128
1302,1125899906842650,1,5,Tx,WiFi,29,2,0,425,128
1303,1125899906842650,1,6,Tx,WiFi,30,1,0,425,128
1304,1125899906842650,1,7,Tx,WiFi,30,2,0,425,128
1305,1125899906842650,1,8,Tx,WiFi,31,1,0,425,128
1306,1125899906842650,1,9,Tx,WiFi,31,2,0,425,128
1307,1125899906842650,1,10,Tx,WiFi,3,1,0,425,128
1308,844424930131973,1,1,Tx,Ethernet,81,1,0,466,128
1309,844424930131973,1,2,Tx,Ethernet,28,1,0,466,128
1310,844424930131973,1,3,Tx,WiFi,28,2,0,466,128
1311,844424930131973,1,4,Tx,Ethernet,29,1,0,466,128
1312,844424930131973,1,5,Tx,WiFi,29,2,0,484,128
1313,844424930131973,1,6,Tx,WiFi,30,1,0,484,128
1314,844424930131973,1,7,Tx,WiFi,30,2,0,484,128
1315,844424930131973,1,8,Tx,WiFi,31,1,0,484,128
1316,844424930131973,1,9,Tx,WiFi,31,2,0,484,128
1317,844424930131973,1,10,Tx,WiFi,3,1,0,484,128
1318,562949953421351,1,1,Rx,WiFi,3,1,0,87,87
1319,562949953421351,1,2,Rx,WiFi,31,2,0,87,87
1320,562949953421351,1,3,Rx,WiFi,31,1,0,87,87
1321,562949953421351,1,4,Rx,WiFi,30,2,0,87,87
1322,562949953421351,1,5,Rx,WiFi,30,1,0,87,87
1323,562949953421351,1,6,Rx,WiFi,29,2,0,87,87
1324,562949953421351,1,7,Rx,Ethernet,29,1,0,67,67
1325,562949953421351,1,8,Rx,WiFi,28,2,0,67,67
1326,562949953421351,1,9,Rx,Ethernet,28,1,0,67,67
1327,562949953421351,1,10,Rx,Ethernet,77,1,0,67,67
1328,562949953421351,1,11,Rx,Ethernet,78,1,0,67,67
1329,562949953421351,1,12,Rx,Ethernet,81,1,0,67,67
1330,1407374883553291,1,1,Rx,WiFi,3,1,0,90,90
1331,1407374883553291,1,2,Rx,WiFi,31,2,0,90,90
1332,1407374883553291,1,3,Rx,WiFi,31,1,0,90,90
1333,1407374883553291,1,4,Rx,WiFi,30,2,0,90,90
1334,1407374883553291,1,5,Rx,WiFi,30,1,0,90,90
1335,1407374883553291,1,6,Rx,WiFi,29,2,0,90,90
1336,1407374883553291,1,7,Rx,Ethernet,29,1,0,70,70
1337,1407374883553291,1,8,Rx,WiFi,28,2,0,70,70
1338,1407374883553291,1,9,Rx,Ethernet,28,1,0,70,70
1339,1407374883553291,1,10,Rx,Ethernet,77,1,0,70,70
1340,1407374883553291,1,11,Rx,Ethernet,78,1,0,70,70
1341,1407374883553291,1,12,Rx,Ethernet,81,1,0,70,70
1342,1407374883553292,1,1,Rx,WiFi,3,1,0,90,90
1343,1407374883553292,1,2,Rx,WiFi,31,2,0,90,90
1344,1407374883553292,1,3,Rx,WiFi,31,1,0,90,90
1345,1407374883553292,1,4,Rx,WiFi,30,2,0,90,90
1346,1407374883553292,1,5,Rx,WiFi,30,1,0,90,90
1347,1407374883553292,1,6,Rx,WiFi,29,2,0,90,90
1348,1407374883553292,1,7,Rx,Ethernet,29,1,0,70,70
1349,1407374883553292,1,8,Rx,WiFi,28,2,0,70,70
1350,1407374883553292,1,9,Rx,Ethernet,28,1,0,70,70
1351,1407374883553292,1,10,Rx,Ethernet,77,1,0,70,70
1352,1407374883553292,1,11,Rx,Ethernet,78,1,0,70,70
1353,1407374883553292,1,12,Rx,Ethernet,81,1,0,70,70
1354,1407374883553293,1,1,Rx,WiFi,3,1,0,90,90
1355,1407374883553293,1,2,Rx,WiFi,31,2,0,90,90
1356,1407374883553293,1,3,Rx,WiFi,31,1,0,90,90
1357,1407374883553293,1,4,Rx,WiFi,30,2,0,90,90
1358,1407374883553293,1,5,Rx,WiFi,30,1,0,90,90
1359,1407374883553293,1,6,Rx,WiFi,29,2,0,90,90
1360,1407374883553293,1,7,Rx,Ethernet,29,1,0,70,70
1361,1407374883553293,1,8,Rx,WiFi,28,2,0,70,70
1362,1407374883553293,1,9,Rx,Ethernet,28,1,0,70,70
1363,1407374883553293,1,10,Rx,Ethernet,77,1,0,70,70
1364,1407374883553293,1,11,Rx,Ethernet,78,1,0,70,70
1365,1407374883553293,1,12,Rx,Ethernet,81,1,0,70,70
1366,562949953421352,1,1,Tx,Ethernet,81,1,0,75,75
1367,562949953421352,1,2,Tx,Ethernet,28,1,0,75,75
1368,562949953421352,1,3,Tx,WiFi,28,2,0,75,75
1369,562949953421352,1,4,Tx,Ethernet,29,1,0,75,75
1370,562949953421352,1,5,Tx,WiFi,29,2,0,93,93
1371,562949953421352,1,6,Tx,WiFi,30,1,0,93,93
1372,562949953421352,1,7,Tx,WiFi,30,2,0,93,93
1373,562949953421352,1,8,Tx,WiFi,31,1,0,93,93
1374,562949953421352,1,9,Tx,WiFi,31,2,0,93,93
1375,562949953421352,1,10,Tx,WiFi,3,1,0,93,93
1376,1970324836974605,1,1,Tx,Ethernet,81,1,0,1292,128
1377,1970324836974605,1,2,Tx,Ethernet,28,1,0,1292,128
1378,1970324836974605,1,3,Tx,WiFi,28,2,0,1292,128
1379,1970324836974605,1,4,Tx,Ethernet,29,1,0,1292,128
1380,1970324836974605,1,5,Tx,WiFi,29,2,0,1310,128
1381,1970324836974605,1,6,Tx,WiFi,30,1,0,1310,128
1382,1970324836974605,1,7,Tx,WiFi,30,2,0,1310,128
1383,1970324836974605,1,8,Tx,WiFi,31,1,0,1310,128
1384,1970324836974605,1,9,Tx,WiFi,31,2,0,1310,128
1385,1970324836974605,1,10,Tx,WiFi,3,1,0,1310,128
1386,1970324836974606,1,1,Tx,Ethernet,81,1,0,120,120
1387,1970324836974606,1,2,Tx,Ethernet,28,1,0,120,120
1388,1970324836974606,1,3,Tx,WiFi,28,2,0,120,120
1389,1970324836974606,1,4,Tx,Ethernet,29,1,0,120,120
1390,1970324836974606,1,5,Tx,WiFi,29,2,0,138,128
1391,1970324836974606,1,6,Tx,WiFi,30,1,0,138,128
1392,1970324836974606,1,7,Tx,WiFi,30,2,0,138,128
1393,1970324836974606,1,8,Tx,WiFi,31,1,0,138,128
1394,1970324836974606,1,9,Tx,WiFi,31,2,0,138,128
1395,1970324836974606,1,10,Tx,WiFi,3,1,0,138,128
1396,281474976710667,1,1,Rx,WiFi,3,1,0,1312,128
1397,281474976710667,1,2,Rx,WiFi,31,2,0,1312,128
1398,281474976710667,1,3,Rx,WiFi,31,1,0,1312,128
1399,281474976710667,1,4,Rx,WiFi,30,2,0,1312,128
1400,281474976710667,1,5,Rx,WiFi,30,1,0,1312,128
1401,281474976710667,1,6,Rx,WiFi,29,2,0,1312,128
1402,281474976710667,1,7,Rx,Ethernet,29,1,0,1292,128
1403,281474976710667,1,8,Rx,WiFi,28,2,0,1292,128
1404,281474976710667,1,9,Rx,Ethernet,28,1,0,1292,128
1405,281474976710667,1,10,Rx,Ethernet,77,1,0,1292,128
1406,281474976710667,1,11,Rx,Ethernet,78,1,0,1292,128
1407,281474976710667,1,12,Rx,Ethernet,81,1,0,1292,128
1408,562949953421353,1,1,Rx,WiFi,3,1,0,1312,128
1409,562949953421354,1,1,Rx,WiFi,3,1,0,690,128
1410,562949953421355,1,1,Rx,WiFi,3,1,0,88,88
1411,562949953421353,1,2,Rx,WiFi,31,2,0,1312,128
1412,562949953421354,1,2,Rx,WiFi,31,2,0,690,128
1413,562949953421355,1,2,Rx,WiFi,31,2,0,88,88
1414,562949953421353,1,3,Rx,WiFi,31,1,0,1312,128
1415,562949953421354,1,3,Rx,WiFi,31,1,0,690,128
1416,562949953421355,1,3,Rx,WiFi,31,1,0,88,88
1417,562949953421353,1,4,Rx,WiFi,30,2,0,1312,128
1418,562949953421354,1,4,Rx,WiFi,30,2,0,690,128
1419,562949953421355,1,4,Rx,WiFi,30,2,0,88,88
1420,562949953421353,1,5,Rx,WiFi,30,1,0,1312,128
1421,562949953421354,1,5,Rx,WiFi,30,1,0,690,128
1422,562949953421355,1,5,Rx,WiFi,30,1,0,88,88
1423,562949953421353,1,6,Rx,WiFi,29,2,0,1312,128
1424,562949953421354,1,6,Rx,WiFi,29,2,0,690,128
1425,562949953421355,1,6,Rx,WiFi,29,2,0,88,88
1426,562949953421353,1,7,Rx,Ethernet,29,1,0,1292,128
1427,562949953421354,1,7,Rx,Ethernet,29,1,0,670,128
1428,562949953421355,1,7,Rx,Ethernet,29,1,0,68,68
1429,562949953421353,1,8,Rx,WiFi,28,2,0,1292,128
1430,562949953421354,1,8,Rx,WiFi,28,2,0,670,128
1431,562949953421355,1,8,Rx,WiFi,28,2,0,68,68
1432,562949953421353,1,9,Rx,Ethernet,28,1,0,1292,128
1433,562949953421354,1,9,Rx,Ethernet,28,1,0,670,128
1434,562949953421355,1,9,Rx,Ethernet,28,1,0,68,68
1435,562949953421353,1,10,Rx,Ethernet,77,1,0,1292,128
1436,562949953421354,1,10,Rx,Ethernet,77,1,0,670,128
1437,562949953421355,1,10,Rx,Ethernet,77,1,0,68,68
1438,562949953421353,1,11,Rx,Ethernet,78,1,0,1292,128
1439,562949953421354,1,11,Rx,Ethernet,78,1,0,670,128
1440,562949953421355,1,11,Rx,Ethernet,78,1,0,68,68
1441,562949953421353,1,12,Rx,Ethernet,81,1,0,1292,128
1442,562949953421354,1,12,Rx,Ethernet,81,1,0,670,128
1443,562949953421355,1,12,Rx,Ethernet,81,1,0,68,68
1444,1125899906842651,1,1,Tx,Ethernet,81,1,0,120,120
1445,1125899906842651,1,2,Tx,Ethernet,28,1,0,120,120
1446,1125899906842651,1,3,Tx,WiFi,28,2,0,120,120
1447,1125899906842651,1,4,Tx,Ethernet,29,1,0,120,120
1448,1125899906842651,1,5,Tx,WiFi,29,2,0,138,128
1449,1125899906842651,1,6,Tx,WiFi,30,1,0,138,128
1450,1125899906842651,1,7,Tx,WiFi,30,2,0,138,128
1451,1125899906842651,1,8,Tx,WiFi,31,1,0,138,128
1452,1125899906842651,1,9,Tx,WiFi,31,2,0,138,128
1453,1125899906842651,1,10,Tx,WiFi,3,1,0,138,128
1454,1125899906842652,1,1,Tx,Ethernet,81,1,0,75,75
1455,1125899906842652,1,2,Tx,Ethernet,28,1,0,75,75
1456,1125899906842652,1,3,Tx,WiFi,28,2,0,75,75
1457,1125899906842652,1,4,Tx,Ethernet,29,1,0,75,75
1458,1125899906842652,1,5,Tx,WiFi,29,2,0,93,93
1459,1125899906842652,1,6,Tx,WiFi,30,1,0,93,93
1460,1125899906842652,1,7,Tx,WiFi,30,2,0,93,93
1461,1125899906842652,1,8,Tx,WiFi,31,1,0,93,93
1462,1125899906842652,1,9,Tx,WiFi,31,2,0,93,93
1463,1125899906842652,1,10,Tx,WiFi,3,1,0,93,93
1464,1125899906842653,1,1,Tx,Ethernet,81,1,0,75,75
1465,1125899906842653,1,2,Tx,Ethernet,28,1,0,75,75
1466,1125899906842653,1,3,Tx,WiFi,28,2,0,75,75
1467,1125899906842653,1,4,Tx,Ethernet,29,1,0,75,75
1468,1125899906842653,1,5,Tx,WiFi,29,2,0,93,93
1469,1125899906842653,1,6,Tx,WiFi,30,1,0,93,93
1470,1125899906842653,1,7,Tx,WiFi,30,2,0,93,93
1471,1125899906842653,1,8,Tx,WiFi,31,1,0,93,93
1472,1125899906842653,1,9,Tx,WiFi,31,2,0,93,93
1473,1125899906842653,1,10,Tx,WiFi,3,1,0,93,93
1474,1125899906842654,1,1,Tx,Ethernet,81,1,0,1288,128
1475,1125899906842654,1,2,Tx,Ethernet,28,1,0,1288,128
1476,1125899906842654,1,3,Tx,WiFi,28,2,0,1288,128
1477,1125899906842654,1,4,Tx,Ethernet,29,1,0,1288,128
1478,1125899906842654,1,5,Tx,WiFi,29,2,0,1306,128
1479,1125899906842654,1,6,Tx,WiFi,30,1,0,1306,128
1480,1125899906842654,1,7,Tx,WiFi,30,2,0,1306,128
1481,1125899906842654,1,8,Tx,WiFi,31,1,0,1306,128
1482,1125899906842654,1,9,Tx,WiFi,31,2,0,1306,128
1483,1125899906842654,1,10,Tx,WiFi,3,1,0,1306,128
1484,1125899906842655,1,1,Tx,Ethernet,81,1,0,1288,128
1485,1125899906842655,1,2,Tx,Ethernet,28,1,0,1288,128
1486,1125899906842655,1,3,Tx,WiFi,28,2,0,1288,128
1487,1125899906842655,1,4,Tx,Ethernet,29,1,0,1288,128
1488,1125899906842655,1,5,Tx,WiFi,29,2,0,1306,128
1489,1125899906842655,1,6,Tx,WiFi,30,1,0,1306,128
1490,1125899906842655,1,7,Tx,WiFi,30,2,0,1306,128
1491,1125899906842655,1,8,Tx,WiFi,31,1,0,1306,128
1492,1125899906842655,1,9,Tx,WiFi,31,2,0,1306,128
1493,1125899906842655,1,10,Tx,WiFi,3,1,0,1306,128
1494,1125899906842656,1,1,Tx,Ethernet,81,1,0,1292,128
1495,1125899906842656,1,2,Tx,Ethernet,28,1,0,1292,128
1496,1125899906842656,1,3,Tx,WiFi,28,2,0,1292,128
1497,1125899906842656,1,4,Tx,Ethernet,29,1,0,1292,128
1498,1125899906842656,1,5,Tx,WiFi,29,2,0,1310,128
1499,1125899906842656,1,6,Tx,WiFi,30,1,0,1310,128
1500,1125899906842656,1,7,Tx,WiFi,30,2,0,1310,128
1501,1125899906842656,1,8,Tx,WiFi,31,1,0,1310,128
1502,1125899906842656,1,9,Tx,WiFi,31,2,0,1310,128
1503,1125899906842656,1,10,Tx,WiFi,3,1,0,1310,128
1504,1125899906842657,1,1,Tx,Ethernet,81,1,0,1292,128
1505,1125899906842657,1,2,Tx,Ethernet,28,1,0,1292,128
1506,1125899906842657,1,3,Tx,WiFi,28,2,0,1292,128
1507,1125899906842657,1,4,Tx,Ethernet,29,1,0,1292,128
1508,1125899906842657,1,5,Tx,WiFi,29,2,0,1310,128
1509,1125899906842657,1,6,Tx,WiFi,30,1,0,1310,128
1510,1125899906842657,1,7,Tx,WiFi,30,2,0,1310,128
1511,1125899906842657,1,8,Tx,WiFi,31,1,0,1310,128
1512,1125899906842657,1,9,Tx,WiFi,31,2,0,1310,128
1513,1125899906842657,1,10,Tx,WiFi,3,1,0,1310,128
1514,1125899906842658,1,1,Tx,Ethernet,81,1,0,1292,128
1515,1125899906842658,1,2,Tx,Ethernet,28,1,0,1292,128
1516,1125899906842658,1,3,Tx,WiFi,28,2,0,1292,128
1517,1125899906842658,1,4,Tx,Ethernet,29,1,0,1292,128
1518,1125899906842658,1,5,Tx,WiFi,29,2,0,1310,128
1519,1125899906842658,1,6,Tx,WiFi,30,1,0,1310,128
1520,1125899906842658,1,7,Tx,WiFi,30,2,0,1310,128
1521,1125899906842658,1,8,Tx,WiFi,31,1,0,1310,128
1522,1125899906842658,1,9,Tx,WiFi,31,2,0,1310,128
1523,1125899906842658,1,10,Tx,WiFi,3,1,0,1310,128
1524,1125899906842659,1,1,Tx,Ethernet,81,1,0,1292,128
1525,1125899906842659,1,2,Tx,Ethernet,28,1,0,1292,128
1526,1125899906842659,1,3,Tx,WiFi,28,2,0,1292,128
1527,1125899906842659,1,4,Tx,Ethernet,29,1,0,1292,128
1528,1125899906842659,1,5,Tx,WiFi,29,2,0,1310,128
1529,1125899906842659,1,6,Tx,WiFi,30,1,0,1310,128
1530,1125899906842659,1,7,Tx,WiFi,30,2,0,1310,128
1531,1125899906842659,1,8,Tx,WiFi,31,1,0,1310,128
1532,1125899906842659,1,9,Tx,WiFi,31,2,0,1310,128
1533,1125899906842659,1,10,Tx,WiFi,3,1,0,1310,128
1534,1125899906842660,1,1,Tx,Ethernet,81,1,0,757,128
1535,1125899906842660,1,2,Tx,Ethernet,28,1,0,757,128
1536,1125899906842660,1,3,Tx,WiFi,28,2,0,757,128
1537,1125899906842660,1,4,Tx,Ethernet,29,1,0,757,128
1538,1125899906842660,1,5,Tx,WiFi,29,2,0,775,128
1539,1125899906842660,1,6,Tx,WiFi,30,1,0,775,128
1540,1125899906842660,1,7,Tx,WiFi,30,2,0,775,128
1541,1125899906842660,1,8,Tx,WiFi,31,1,0,775,128
1542,1125899906842660,1,9,Tx,WiFi,31,2,0,775,128
1543,1125899906842660,1,10,Tx,WiFi,3,1,0,775,128
1544,1688849860263951,1,1,Rx,WiFi,3,1,0,182,128
1545,1688849860263951,1,2,Rx,WiFi,31,2,0,182,128
1546,1688849860263951,1,3,Rx,WiFi,31,1,0,182,128
1547,1688849860263951,1,4,Rx,WiFi,30,2,0,182,128
1548,1688849860263951,1,5,Rx,WiFi,30,1,0,182,128
1549,1688849860263951,1,6,Rx,WiFi,29,2,0,182,128
1550,1688849860263951,1,7,Rx,Ethernet,29,1,0,162,128
1551,1688849860263951,1,8,Rx,WiFi,28,2,0,162,128
1552,1688849860263951,1,9,Rx,Ethernet,28,1,0,162,128
1553,1688849860263951,1,10,Rx,Ethernet,77,1,0,162,128
1554,1688849860263951,1,11,Rx,Ethernet,78,1,0,162,128
1555,1688849860263951,1,12,Rx,Ethernet,81,1,0,162,128
1556,562949953421356,1,1,Rx,WiFi,3,1,0,87,87
1557,562949953421356,1,2,Rx,WiFi,31,2,0,87,87
1558,562949953421356,1,3,Rx,WiFi,31,1,0,87,87
1559,562949953421356,1,4,Rx,WiFi,30,2,0,87,87
1560,562949953421356,1,5,Rx,WiFi,30,1,0,87,87
1561,562949953421356,1,6,Rx,WiFi,29,2,0,87,87
1562,562949953421356,1,7,Rx,Ethernet,29,1,0,67,67
1563,562949953421356,1,8,Rx,WiFi,28,2,0,67,67
1564,562949953421356,1,9,Rx,Ethernet,28,1,0,67,67
1565,562949953421356,1,10,Rx,Ethernet,77,1,0,67,67
1566,562949953421356,1,11,Rx,Ethernet,78,1,0,67,67
1567,562949953421356,1,12,Rx,Ethernet,81,1,0,67,67
1568,562949953421357,1,1,Rx,WiFi,3,1,0,91,91
1569,562949953421357,1,2,Rx,WiFi,31,2,0,91,91
1570,562949953421357,1,3,Rx,WiFi,31,1,0,91,91
1571,562949953421357,1,4,Rx,WiFi,30,2,0,91,91
1572,562949953421357,1,5,Rx,WiFi,30,1,0,91,91
1573,562949953421357,1,6,Rx,WiFi,29,2,0,91,91
1574,562949953421357,1,7,Rx,Ethernet,29,1,0,71,71
1575,562949953421357,1,8,Rx,WiFi,28,2,0,71,71
1576,562949953421357,1,9,Rx,Ethernet,28,1,0,71,71
1577,562949953421357,1,10,Rx,Ethernet,77,1,0,71,71
1578,562949953421357,1,11,Rx,Ethernet,78,1,0,71,71
1579,562949953421357,1,12,Rx,Ethernet,81,1,0,71,71
1580,1125899906842661,1,1,Tx,Ethernet,81,1,0,76,76
1581,1125899906842661,1,2,Tx,Ethernet,28,1,0,76,76
1582,1125899906842661,1,3,Tx,WiFi,28,2,0,76,76
1583,1125899906842661,1,4,Tx,Ethernet,29,1,0,76,76
1584,1125899906842661,1,5,Tx,WiFi,29,2,0,94,94
1585,1125899906842661,1,6,Tx,WiFi,30,1,0,94,94
1586,1125899906842661,1,7,Tx,WiFi,30,2,0,94,94
1587,1125899906842661,1,8,Tx,WiFi,31,1,0,94,94
1588,1125899906842661,1,9,Tx,WiFi,31,2,0,94,94
1589,1125899906842661,1,10,Tx,WiFi,3,1,0,94,94
1590,562949953421358,1,1,Rx,WiFi,3,1,0,87,87
1591,562949953421358,1,2,Rx,WiFi,31,2,0,87,87
1592,562949953421358,1,3,Rx,WiFi,31,1,0,87,87
1593,562949953421358,1,4,Rx,WiFi,30,2,0,87,87
1594,562949953421358,1,5,Rx,WiFi,30,1,0,87,87
1595,562949953421358,1,6,Rx,WiFi,29,2,0,87,87
1596,562949953421358,1,7,Rx,Ethernet,29,1,0,67,67
1597,562949953421358,1,8,Rx,WiFi,28,2,0,67,67
1598,562949953421358,1,9,Rx,Ethernet,28,1,0,67,67
1599,562949953421358,1,10,Rx,Ethernet,77,1,0,67,67
1600,562949953421358,1,11,Rx,Ethernet,78,1,0,67,67
1601,562949953421358,1,12,Rx,Ethernet,81,1,0,67,67
1602,562949953421359,1,1,Rx,WiFi,3,1,0,87,87
1603,562949953421359,1,2,Rx,WiFi,31,2,0,87,87
1604,562949953421359,1,3,Rx,WiFi,31,1,0,87,87
1605,562949953421359,1,4,Rx,WiFi,30,2,0,87,87
1606,562949953421359,1,5,Rx,WiFi,30,1,0,87,87
1607,562949953421359,1,6,Rx,WiFi,29,2,0,87,87
1608,562949953421359,1,7,Rx,Ethernet,29,1,0,67,67
1609,562949953421359,1,8,Rx,WiFi,28,2,0,67,67
1610,562949953421359,1,9,Rx,Ethernet,28,1,0,67,67
1611,562949953421359,1,10,Rx,Ethernet,77,1,0,67,67
1612,562949953421359,1,11,Rx,Ethernet,78,1,0,67,67
1613,562949953421359,1,12,Rx,Ethernet,81,1,0,67,67
1614,562949953421360,1,1,Rx,WiFi,3,1,0,563,128
1615,562949953421360,1,2,Rx,WiFi,31,2,0,563,128
1616,562949953421360,1,3,Rx,WiFi,31,1,0,563,128
1617,562949953421360,1,4,Rx,WiFi,30,2,0,563,128
1618,562949953421360,1,5,Rx,WiFi,30,1,0,563,128
1619,562949953421360,1,6,Rx,WiFi,29,2,0,563,128
1620,562949953421360,1,7,Rx,Ethernet,29,1,0,543,128
1621,562949953421360,1,8,Rx,WiFi,28,2,0,543,128
1622,562949953421360,1,9,Rx,Ethernet,28,1,0,543,128
1623,562949953421360,1,10,Rx,Ethernet,77,1,0,543,128
1624,562949953421360,1,11,Rx,Ethernet,78,1,0,543,128
1625,562949953421360,1,12,Rx,Ethernet,81,1,0,543,128
1626,562949953421361,1,1,Tx,Ethernet,81,1,0,78,78
1627,562949953421361,1,2,Tx,Ethernet,28,1,0,78,78
1628,562949953421361,1,3,Tx,WiFi,28,2,0,78,78
1629,562949953421361,1,4,Tx,Ethernet,29,1,0,78,78
1630,562949953421361,1,5,Tx,WiFi,29,2,0,96,96
1631,562949953421361,1,6,Tx,WiFi,30,1,0,96,96
1632,562949953421361,1,7,Tx,WiFi,30,2,0,96,96
1633,562949953421361,1,8,Tx,WiFi,31,1,0,96,96
1634,562949953421361,1,9,Tx,WiFi,31,2,0,96,96
1635,562949953421361,1,10,Tx,WiFi,3,1,0,96,96
1636,562949953421362,1,1,Rx,WiFi,3,1,0,119,119
1637,562949953421362,1,2,Rx,WiFi,31,2,0,119,119
